Stabr,area_name,Employed_2019,Unemployed_2019,Unemployment_rate_2019
RI,"Bristol County, RI","25,226",779,3
RI,"Kent County, RI","87,815","2,914",3.2
RI,"Newport County, RI","42,905","1,375",3.1
RI,"Providence County, RI","312,930","12,560",3.9
RI,"Washington County, RI","66,892","2,158",3.1
SC,South Carolina,"2,308,362","67,707",2.8
SC,"Abbeville County, SC","9,711",339,3.4
SC,"Aiken County, SC","72,929","2,176",2.9
SC,"Allendale County, SC","2,549",143,5.3
SC,"Anderson County, SC","89,109","2,467",2.7
SC,"Bamberg County, SC","4,704",277,5.6
SC,"Barnwell County, SC","7,916",352,4.3
SC,"Beaufort County, SC","75,797","2,061",2.6
SC,"Berkeley County, SC","101,801","2,651",2.5
SC,"Calhoun County, SC","6,367",237,3.6
SC,"Charleston County, SC","207,473","4,881",2.3
SC,"Cherokee County, SC","24,422",774,3.1
SC,"Chester County, SC","12,890",555,4.1
SC,"Chesterfield County, SC","21,484",644,2.9
SC,"Clarendon County, SC","12,238",493,3.9
SC,"Colleton County, SC","16,283",538,3.2
SC,"Darlington County, SC","29,518","1,043",3.4
SC,"Dillon County, SC","12,496",533,4.1
SC,"Dorchester County, SC","76,502","1,951",2.5
SC,"Edgefield County, SC","10,452",301,2.8
SC,"Fairfield County, SC","9,192",427,4.4
SC,"Florence County, SC","65,235","1,976",2.9
SC,"Georgetown County, SC","24,820",970,3.8
SC,"Greenville County, SC","249,678","6,225",2.4
SC,"Greenwood County, SC","30,397",980,3.1
SC,"Hampton County, SC","8,187",229,2.7
SC,"Horry County, SC","143,234","5,339",3.6
SC,"Jasper County, SC","12,363",322,2.5
SC,"Kershaw County, SC","28,425",866,3
SC,"Lancaster County, SC","39,956","1,384",3.3
SC,"Laurens County, SC","29,410",903,3
SC,"Lee County, SC","6,352",266,4
SC,"Lexington County, SC","146,650","3,510",2.3
SC,"McCormick County, SC","3,285",104,3.1
SC,"Marion County, SC","12,481",564,4.3
SC,"Marlboro County, SC","8,739",444,4.8
SC,"Newberry County, SC","18,709",514,2.7
SC,"Oconee County, SC","34,068",971,2.8
SC,"Orangeburg County, SC","33,187","1,655",4.8
SC,"Pickens County, SC","56,063","1,604",2.8
SC,"Richland County, SC","193,369","5,579",2.8
SC,"Saluda County, SC","8,690",238,2.7
SC,"Spartanburg County, SC","149,576","3,920",2.6
SC,"Sumter County, SC","42,254","1,473",3.4
SC,"Union County, SC","11,275",406,3.5
SC,"Williamsburg County, SC","11,542",551,4.6
SC,"York County, SC","136,587","3,871",2.8
SD,South Dakota,"448,713","15,284",3.3
SD,"Aurora County, SD","1,485",42,2.8
SD,"Beadle County, SD","9,315",303,3.2
SD,"Bennett County, SD","1,032",59,5.4
SD,"Bon Homme County, SD","2,779",91,3.2
SD,"Brookings County, SD","18,511",627,3.3
SD,"Brown County, SD","20,152",643,3.1
SD,"Brule County, SD","2,375",76,3.1
SD,"Buffalo County, SD",638,45,6.6
SD,"Butte County, SD","4,873",171,3.4
SD,"Campbell County, SD",744,28,3.6
SD,"Charles Mix County, SD","3,622",141,3.7
SD,"Clark County, SD","1,836",77,4
SD,"Clay County, SD","7,184",248,3.3
SD,"Codington County, SD","15,028",490,3.2
SD,"Corson County, SD","1,289",79,5.8
SD,"Custer County, SD","3,831",178,4.4
SD,"Davison County, SD","10,778",325,2.9
SD,"Day County, SD","2,637",126,4.6
SD,"Deuel County, SD","2,067",105,4.8
SD,"Dewey County, SD","2,044",184,8.3
SD,"Douglas County, SD","1,539",45,2.8
SD,"Edmunds County, SD","1,980",61,3
SD,"Fall River County, SD","2,864",128,4.3
SD,"Faulk County, SD","1,023",35,3.3
SD,"Grant County, SD","4,293",150,3.4
SD,"Gregory County, SD","1,977",71,3.5
SD,"Haakon County, SD","1,020",31,2.9
SD,"Hamlin County, SD","3,210",109,3.3
SD,"Hand County, SD","1,733",50,2.8
SD,"Hanson County, SD","1,663",82,4.7
SD,"Harding County, SD",705,20,2.8
SD,"Hughes County, SD","9,771",268,2.7
SD,"Hutchinson County, SD","3,486",112,3.1
SD,"Hyde County, SD",658,24,3.5
SD,"Jackson County, SD","1,199",73,5.7
SD,"Jerauld County, SD","1,086",31,2.8
SD,"Jones County, SD",527,17,3.1
SD,"Kingsbury County, SD","2,590",81,3
SD,"Lake County, SD","6,443",241,3.6
SD,"Lawrence County, SD","12,915",428,3.2
SD,"Lincoln County, SD","33,709",886,2.6
SD,"Lyman County, SD","1,609",81,4.8
SD,"McCook County, SD","2,990",88,2.9
SD,"McPherson County, SD",963,43,4.3
SD,"Marshall County, SD","2,292",91,3.8
SD,"Meade County, SD","13,632",506,3.6
SD,"Mellette County, SD",699,42,5.7
SD,"Miner County, SD","1,140",37,3.1
SD,"Minnehaha County, SD","109,853","3,241",2.9
SD,"Moody County, SD","3,895",146,3.6
SD,"Oglala Lakota County, SD","3,222",348,9.7
SD,"Pennington County, SD","54,827","1,930",3.4
SD,"Perkins County, SD","1,381",44,3.1
SD,"Potter County, SD","1,012",33,3.2
SD,"Roberts County, SD","4,630",209,4.3
SD,"Sanborn County, SD","1,117",36,3.1
SD,"Spink County, SD","3,080",109,3.4
SD,"Stanley County, SD","1,795",55,3
SD,"Sully County, SD",777,23,2.9
SD,"Todd County, SD","2,961",205,6.5
SD,"Tripp County, SD","2,981",89,2.9
SD,"Turner County, SD","4,559",143,3
SD,"Union County, SD","8,192",292,3.4
SD,"Walworth County, SD","2,008",117,5.5
SD,"Yankton County, SD","11,615",343,2.9
SD,"Ziebach County, SD",878,52,5.6
TN,Tennessee,"3,231,501","113,348",3.4
TN,"Anderson County, TN","33,708","1,241",3.6
TN,"Bedford County, TN","20,437",786,3.7
TN,"Benton County, TN","6,653",311,4.5
TN,"Bledsoe County, TN","4,111",235,5.4
TN,"Blount County, TN","62,072","2,043",3.2
TN,"Bradley County, TN","50,654","1,811",3.5
TN,"Campbell County, TN","14,291",687,4.6
TN,"Cannon County, TN","6,481",205,3.1
TN,"Carroll County, TN","11,582",590,4.8
TN,"Carter County, TN","23,235",983,4.1
TN,"Cheatham County, TN","21,606",580,2.6
TN,"Chester County, TN","8,343",297,3.4
TN,"Claiborne County, TN","12,624",554,4.2
TN,"Clay County, TN","2,640",168,6
TN,"Cocke County, TN","14,477",687,4.5
TN,"Coffee County, TN","24,891",858,3.3
TN,"Crockett County, TN","6,823",246,3.5
TN,"Cumberland County, TN","22,624","1,061",4.5
TN,"Davidson County, TN","399,502","10,308",2.5
TN,"Decatur County, TN","4,366",245,5.3
TN,"DeKalb County, TN","7,516",339,4.3
TN,"Dickson County, TN","26,593",816,3
TN,"Dyer County, TN","15,792",805,4.9
TN,"Fayette County, TN","18,663",707,3.6
TN,"Fentress County, TN","7,240",315,4.2
TN,"Franklin County, TN","19,663",680,3.3
TN,"Gibson County, TN","21,320",942,4.2
TN,"Giles County, TN","14,543",583,3.9
TN,"Grainger County, TN","9,221",387,4
TN,"Greene County, TN","28,599","1,396",4.7
TN,"Grundy County, TN","4,809",208,4.1
TN,"Hamblen County, TN","27,292","1,093",3.9
TN,"Hamilton County, TN","179,393","6,009",3.2
TN,"Hancock County, TN","2,005",125,5.9
TN,"Hardeman County, TN","9,099",477,5
TN,"Hardin County, TN","10,038",448,4.3
TN,"Hawkins County, TN","22,998",988,4.1
TN,"Haywood County, TN","7,373",376,4.9
TN,"Henderson County, TN","11,832",537,4.3
TN,"Henry County, TN","13,727",594,4.1
TN,"Hickman County, TN","11,243",356,3.1
TN,"Houston County, TN","3,146",151,4.6
TN,"Humphreys County, TN","8,678",347,3.8
TN,"Jackson County, TN","4,486",216,4.6
TN,"Jefferson County, TN","23,882",918,3.7
TN,"Johnson County, TN","7,462",268,3.5
TN,"Knox County, TN","239,090","7,137",2.9
TN,"Lake County, TN","1,678",101,5.7
TN,"Lauderdale County, TN","9,262",532,5.4
TN,"Lawrence County, TN","18,640",792,4.1
TN,"Lewis County, TN","5,010",211,4
TN,"Lincoln County, TN","16,295",605,3.6
TN,"Loudon County, TN","22,895",801,3.4
TN,"McMinn County, TN","22,978",902,3.8
TN,"McNairy County, TN","8,130",450,5.2
TN,"Macon County, TN","11,079",356,3.1
TN,"Madison County, TN","47,727","1,766",3.6
TN,"Marion County, TN","12,057",541,4.3
TN,"Marshall County, TN","15,305",555,3.5
TN,"Maury County, TN","48,575","1,582",3.2
TN,"Meigs County, TN","4,992",238,4.6
TN,"Monroe County, TN","19,613",743,3.7
TN,"Montgomery County, TN","82,946","3,274",3.8
TN,"Moore County, TN","3,529",106,2.9
TN,"Morgan County, TN","7,632",324,4.1
TN,"Obion County, TN","11,999",616,4.9
TN,"Overton County, TN","9,647",379,3.8
TN,"Perry County, TN","2,988",158,5
TN,"Pickett County, TN","2,274",111,4.7
TN,"Polk County, TN","7,274",302,4
TN,"Putnam County, TN","34,124","1,231",3.5
TN,"Rhea County, TN","12,636",765,5.7
TN,"Roane County, TN","22,662",955,4
TN,"Robertson County, TN","37,440","1,109",2.9
TN,"Rutherford County, TN","181,904","4,792",2.6
TN,"Scott County, TN","8,059",368,4.4
TN,"Sequatchie County, TN","5,987",263,4.2
TN,"Sevier County, TN","53,420","1,805",3.3
TN,"Shelby County, TN","431,885","18,080",4
TN,"Smith County, TN","9,301",288,3
TN,"Stewart County, TN","5,292",248,4.5
TN,"Sullivan County, TN","68,347","2,632",3.7
TN,"Sumner County, TN","101,033","2,777",2.7
TN,"Tipton County, TN","27,356","1,105",3.9
TN,"Trousdale County, TN","5,335",168,3.1
TN,"Unicoi County, TN","6,809",358,5
TN,"Union County, TN","7,387",311,4
TN,"Van Buren County, TN","1,979",93,4.5
TN,"Warren County, TN","16,178",691,4.1
TN,"Washington County, TN","58,800","2,104",3.5
TN,"Wayne County, TN","6,007",294,4.7
TN,"Weakley County, TN","15,610",657,4
TN,"White County, TN","11,908",455,3.7
TN,"Williamson County, TN","127,057","3,158",2.4
TN,"Wilson County, TN","75,639","2,089",2.7
TX,Texas,"13,551,791","493,521",3.5
TX,"Anderson County, TX","23,220",693,2.9
TX,"Andrews County, TX","9,685",221,2.2
TX,"Angelina County, TX","34,453","1,440",4
TX,"Aransas County, TX","9,022",403,4.3
TX,"Archer County, TX","4,027",118,2.8
TX,"Armstrong County, TX",904,25,2.7
TX,"Atascosa County, TX","20,928",779,3.6
TX,"Austin County, TX","13,613",483,3.4
TX,"Bailey County, TX","2,415",93,3.7
TX,"Bandera County, TX","9,742",329,3.3
TX,"Bastrop County, TX","41,609","1,291",3
TX,"Baylor County, TX","1,725",40,2.3
TX,"Bee County, TX","9,419",434,4.4
TX,"Bell County, TX","138,392","5,466",3.8
TX,"Bexar County, TX","919,763","29,617",3.1
TX,"Blanco County, TX","6,311",158,2.4
TX,"Borden County, TX",394,10,2.5
TX,"Bosque County, TX","8,058",285,3.4
TX,"Bowie County, TX","38,130","1,769",4.4
TX,"Brazoria County, TX","172,008","7,531",4.2
TX,"Brazos County, TX","115,819","3,191",2.7
TX,"Brewster County, TX","4,084",123,2.9
TX,"Briscoe County, TX",558,20,3.5
TX,"Brooks County, TX","2,468",134,5.1
TX,"Brown County, TX","15,117",584,3.7
TX,"Burleson County, TX","8,103",259,3.1
TX,"Burnet County, TX","22,930",640,2.7
TX,"Caldwell County, TX","19,011",658,3.3
TX,"Calhoun County, TX","11,776",392,3.2
TX,"Callahan County, TX","5,925",188,3.1
TX,"Cameron County, TX","157,675","9,186",5.5
TX,"Camp County, TX","4,766",209,4.2
TX,"Carson County, TX","2,933",78,2.6
TX,"Cass County, TX","11,895",535,4.3
TX,"Castro County, TX","3,337",96,2.8
TX,"Chambers County, TX","18,604",885,4.5
TX,"Cherokee County, TX","20,143",793,3.8
TX,"Childress County, TX","2,872",80,2.7
TX,"Clay County, TX","4,785",151,3.1
TX,"Cochran County, TX","1,085",38,3.4
TX,"Coke County, TX","1,409",47,3.2
TX,"Coleman County, TX","2,770",118,4.1
TX,"Collin County, TX","546,320","17,358",3.1
TX,"Collingsworth County, TX","1,120",37,3.2
TX,"Colorado County, TX","9,557",303,3.1
TX,"Comal County, TX","71,149","2,184",3
TX,"Comanche County, TX","5,410",181,3.2
TX,"Concho County, TX","1,198",40,3.2
TX,"Cooke County, TX","19,268",552,2.8
TX,"Coryell County, TX","23,177",946,3.9
TX,"Cottle County, TX",528,23,4.2
TX,"Crane County, TX","1,506",63,4
TX,"Crockett County, TX","1,589",48,2.9
TX,"Crosby County, TX","2,402",97,3.9
TX,"Culberson County, TX","1,002",42,4
TX,"Dallam County, TX","3,842",76,1.9
TX,"Dallas County, TX","1,317,507","47,145",3.5
TX,"Dawson County, TX","4,462",180,3.9
TX,"Deaf Smith County, TX","8,237",233,2.8
TX,"Delta County, TX","2,360",83,3.4
TX,"Denton County, TX","480,005","14,619",3
TX,"DeWitt County, TX","9,540",258,2.6
TX,"Dickens County, TX",652,30,4.4
TX,"Dimmit County, TX","7,298",189,2.5
TX,"Donley County, TX","1,389",50,3.5
TX,"Duval County, TX","4,744",222,4.5
TX,"Eastland County, TX","8,079",275,3.3
TX,"Ector County, TX","85,859","2,327",2.6
TX,"Edwards County, TX","1,030",24,2.3
TX,"Ellis County, TX","89,823","2,871",3.1
TX,"El Paso County, TX","348,712","13,870",3.8
TX,"Erath County, TX","20,188",662,3.2
TX,"Falls County, TX","6,356",214,3.3
TX,"Fannin County, TX","16,854",475,2.7
TX,"Fayette County, TX","11,987",326,2.6
TX,"Fisher County, TX","1,586",48,2.9
TX,"Floyd County, TX","2,468",112,4.3
TX,"Foard County, TX",567,18,3.1
TX,"Fort Bend County, TX","378,653","13,622",3.5
TX,"Franklin County, TX","4,485",169,3.6
TX,"Freestone County, TX","6,093",307,4.8
TX,"Frio County, TX","10,192",271,2.6
TX,"Gaines County, TX","9,577",235,2.4
TX,"Galveston County, TX","158,807","6,672",4
TX,"Garza County, TX","2,117",59,2.7
TX,"Gillespie County, TX","13,213",329,2.4
TX,"Glasscock County, TX",778,17,2.1
TX,"Goliad County, TX","3,162",110,3.4
TX,"Gonzales County, TX","9,320",258,2.7
TX,"Gray County, TX","7,791",289,3.6
TX,"Grayson County, TX","62,148","1,958",3.1
TX,"Gregg County, TX","56,176","2,173",3.7
TX,"Grimes County, TX","10,822",442,3.9
TX,"Guadalupe County, TX","79,087","2,399",2.9
TX,"Hale County, TX","11,663",547,4.5
TX,"Hall County, TX","1,029",44,4.1
TX,"Hamilton County, TX","3,561",111,3
TX,"Hansford County, TX","2,714",65,2.3
TX,"Hardeman County, TX","1,670",52,3
TX,"Hardin County, TX","24,158","1,163",4.6
TX,"Harris County, TX","2,228,703","88,643",3.8
TX,"Harrison County, TX","28,306","1,179",4
TX,"Hartley County, TX","2,756",46,1.6
TX,"Haskell County, TX","2,210",75,3.3
TX,"Hays County, TX","116,574","3,300",2.8
TX,"Hemphill County, TX","1,884",53,2.7
TX,"Henderson County, TX","35,239","1,279",3.5
TX,"Hidalgo County, TX","330,817","21,998",6.2
TX,"Hill County, TX","15,867",542,3.3
TX,"Hockley County, TX","10,956",334,3
TX,"Hood County, TX","26,625",935,3.4
TX,"Hopkins County, TX","17,008",536,3.1
TX,"Houston County, TX","10,039",325,3.1
TX,"Howard County, TX","13,604",436,3.1
TX,"Hudspeth County, TX","1,747",80,4.4
TX,"Hunt County, TX","41,871","1,541",3.5
TX,"Hutchinson County, TX","8,315",386,4.4
TX,"Irion County, TX",743,18,2.4
TX,"Jack County, TX","3,362",109,3.1
TX,"Jackson County, TX","7,360",228,3
TX,"Jasper County, TX","12,083",786,6.1
TX,"Jeff Davis County, TX","1,010",30,2.9
TX,"Jefferson County, TX","100,737","6,225",5.8
TX,"Jim Hogg County, TX","1,794",90,4.8
TX,"Jim Wells County, TX","16,054",798,4.7
TX,"Johnson County, TX","79,532","2,644",3.2
TX,"Jones County, TX","5,494",244,4.3
TX,"Karnes County, TX","7,008",179,2.5
TX,"Kaufman County, TX","62,485","2,112",3.3
TX,"Kendall County, TX","21,533",599,2.7
TX,"Kenedy County, TX",215,8,3.6
TX,"Kent County, TX",467,11,2.3
TX,"Kerr County, TX","21,593",658,3
TX,"Kimble County, TX","1,805",57,3.1
TX,"King County, TX",228,5,2.1
TX,"Kinney County, TX","1,327",50,3.6
TX,"Kleberg County, TX","12,908",588,4.4
TX,"Knox County, TX","1,397",47,3.3
TX,"Lamar County, TX","23,241",811,3.4
TX,"Lamb County, TX","5,108",203,3.8
TX,"Lampasas County, TX","8,910",302,3.3
TX,"La Salle County, TX","4,295",106,2.4
TX,"Lavaca County, TX","8,333",257,3
TX,"Lee County, TX","9,852",268,2.6
TX,"Leon County, TX","6,049",276,4.4
TX,"Liberty County, TX","31,432","1,669",5
TX,"Limestone County, TX","8,260",333,3.9
TX,"Lipscomb County, TX","1,607",43,2.6
TX,"Live Oak County, TX","5,392",172,3.1
TX,"Llano County, TX","8,380",299,3.4
TX,"Loving County, TX",538,4,0.7
TX,"Lubbock County, TX","153,680","4,454",2.8
TX,"Lynn County, TX","2,693",82,3
TX,"McCulloch County, TX","3,307",181,5.2
TX,"McLennan County, TX","115,668","3,961",3.3
TX,"McMullen County, TX",808,13,1.6
TX,"Madison County, TX","4,361",194,4.3
TX,"Marion County, TX","4,058",181,4.3
TX,"Martin County, TX","2,814",75,2.6
TX,"Mason County, TX","1,715",57,3.2
TX,"Matagorda County, TX","15,766",946,5.7
TX,"Maverick County, TX","22,013","1,790",7.5
TX,"Medina County, TX","21,142",686,3.1
TX,"Menard County, TX",832,30,3.5
TX,"Midland County, TX","105,290","2,205",2.1
TX,"Milam County, TX","9,301",487,5
TX,"Mills County, TX","1,842",62,3.3
TX,"Mitchell County, TX","2,243",82,3.5
TX,"Montague County, TX","9,058",265,2.8
TX,"Montgomery County, TX","274,419","9,659",3.4
TX,"Moore County, TX","10,660",255,2.3
TX,"Morris County, TX","4,552",256,5.3
TX,"Motley County, TX",466,17,3.5
TX,"Nacogdoches County, TX","27,153","1,057",3.7
TX,"Navarro County, TX","23,283",778,3.2
TX,"Newton County, TX","4,858",324,6.3
TX,"Nolan County, TX","6,860",206,2.9
TX,"Nueces County, TX","160,536","6,875",4.1
TX,"Ochiltree County, TX","4,213",117,2.7
TX,"Oldham County, TX",890,26,2.8
TX,"Orange County, TX","34,518","1,877",5.2
TX,"Palo Pinto County, TX","13,175",427,3.1
TX,"Panola County, TX","9,799",409,4
TX,"Parker County, TX","65,373","1,959",2.9
TX,"Parmer County, TX","4,787",110,2.2
TX,"Pecos County, TX","6,188",209,3.3
TX,"Polk County, TX","17,171",852,4.7
TX,"Potter County, TX","53,668","1,515",2.7
TX,"Presidio County, TX","2,902",202,6.5
TX,"Rains County, TX","5,862",182,3
TX,"Randall County, TX","70,315","1,751",2.4
TX,"Reagan County, TX","1,861",48,2.5
TX,"Real County, TX","1,020",42,4
TX,"Red River County, TX","4,873",235,4.6
TX,"Reeves County, TX","11,209",194,1.7
TX,"Refugio County, TX","3,036",118,3.7
TX,"Roberts County, TX",405,13,3.1
TX,"Robertson County, TX","7,383",273,3.6
TX,"Rockwall County, TX","50,482","1,601",3.1
TX,"Runnels County, TX","4,475",129,2.8
TX,"Rusk County, TX","22,251",823,3.6
TX,"Sabine County, TX","3,490",247,6.6
TX,"San Augustine County, TX","3,240",162,4.8
TX,"San Jacinto County, TX","11,211",538,4.6
TX,"San Patricio County, TX","28,278","1,628",5.4
TX,"San Saba County, TX","2,494",75,2.9
TX,"Schleicher County, TX","1,285",38,2.9
TX,"Scurry County, TX","6,518",218,3.2
TX,"Shackelford County, TX","1,868",42,2.2
TX,"Shelby County, TX","10,738",440,3.9
TX,"Sherman County, TX","1,347",32,2.3
TX,"Smith County, TX","103,584","3,587",3.3
TX,"Somervell County, TX","4,209",155,3.6
TX,"Starr County, TX","22,745","2,482",9.8
TX,"Stephens County, TX","3,983",126,3.1
TX,"Sterling County, TX",561,18,3.1
TX,"Stonewall County, TX",571,17,2.9
TX,"Sutton County, TX","1,361",53,3.7
TX,"Swisher County, TX","2,531",97,3.7
TX,"Tarrant County, TX","1,046,916","35,655",3.3
TX,"Taylor County, TX","65,005","1,921",2.9
TX,"Terrell County, TX",364,13,3.4
TX,"Terry County, TX","4,823",183,3.7
TX,"Throckmorton County, TX",631,25,3.8
TX,"Titus County, TX","12,435",541,4.2
TX,"Tom Green County, TX","52,917","1,651",3
TX,"Travis County, TX","722,054","19,047",2.6
TX,"Trinity County, TX","5,064",253,4.8
TX,"Tyler County, TX","6,744",412,5.8
TX,"Upshur County, TX","17,251",663,3.7
TX,"Upton County, TX","1,626",49,2.9
TX,"Uvalde County, TX","11,065",436,3.8
TX,"Val Verde County, TX","22,162",770,3.4
TX,"Van Zandt County, TX","25,233",849,3.3
TX,"Victoria County, TX","41,380","1,474",3.4
TX,"Walker County, TX","23,214",936,3.9
TX,"Waller County, TX","22,597",878,3.7
TX,"Ward County, TX","7,316",172,2.3
TX,"Washington County, TX","14,656",499,3.3
TX,"Webb County, TX","114,247","4,379",3.7
TX,"Wharton County, TX","20,935",735,3.4
TX,"Wheeler County, TX","2,210",69,3
TX,"Wichita County, TX","54,574","1,788",3.2
TX,"Wilbarger County, TX","4,798",177,3.6
TX,"Willacy County, TX","6,052",540,8.2
TX,"Williamson County, TX","305,127","8,772",2.8
TX,"Wilson County, TX","24,174",702,2.8
TX,"Winkler County, TX","3,913",113,2.8
TX,"Wise County, TX","30,864","1,027",3.2
TX,"Wood County, TX","17,008",685,3.9
TX,"Yoakum County, TX","3,641",109,2.9
TX,"Young County, TX","7,802",238,3
TX,"Zapata County, TX","4,787",258,5.1
TX,"Zavala County, TX","3,050",284,8.5
UT,Utah,"1,565,782","41,906",2.6
UT,"Beaver County, UT","2,783",86,3
UT,"Box Elder County, UT","25,222",682,2.6
UT,"Cache County, UT","62,779","1,397",2.2
UT,"Carbon County, UT","8,202",315,3.7
UT,"Daggett County, UT",378,15,3.8
UT,"Davis County, UT","169,589","4,211",2.4
UT,"Duchesne County, UT","7,457",305,3.9
UT,"Emery County, UT","4,139",173,4
UT,"Garfield County, UT","2,611",173,6.2
UT,"Grand County, UT","5,953",242,3.9
UT,"Iron County, UT","23,326",704,2.9
UT,"Juab County, UT","5,576",144,2.5
UT,"Kane County, UT","3,707",111,2.9
UT,"Millard County, UT","5,832",165,2.8
UT,"Morgan County, UT","5,428",135,2.4
UT,"Piute County, UT",459,23,4.8
UT,"Rich County, UT","1,136",36,3.1
UT,"Salt Lake County, UT","618,767","15,974",2.5
UT,"San Juan County, UT","5,435",290,5.1
UT,"Sanpete County, UT","12,081",398,3.2
UT,"Sevier County, UT","9,438",303,3.1
UT,"Summit County, UT","24,427",612,2.4
UT,"Tooele County, UT","33,024",978,2.9
UT,"Uintah County, UT","13,096",575,4.2
UT,"Utah County, UT","300,283","7,326",2.4
UT,"Wasatch County, UT","15,705",436,2.7
UT,"Washington County, UT","73,806","2,250",3
UT,"Wayne County, UT","1,339",78,5.5
UT,"Weber County, UT","123,806","3,773",3
VT,Vermont,"334,070","8,156",2.4
VT,"Addison County, VT","20,091",475,2.3
VT,"Bennington County, VT","17,539",531,2.9
VT,"Caledonia County, VT","14,030",430,3
VT,"Chittenden County, VT","94,707","1,728",1.8
VT,"Essex County, VT","2,595",87,3.2
VT,"Franklin County, VT","26,674",639,2.3
VT,"Grand Isle County, VT","3,925",116,2.9
VT,"Lamoille County, VT","13,454",434,3.1
VT,"Orange County, VT","15,527",378,2.4
VT,"Orleans County, VT","12,713",562,4.2
VT,"Rutland County, VT","29,608",838,2.8
VT,"Washington County, VT","33,586",774,2.3
VT,"Windham County, VT","21,416",561,2.6
VT,"Windsor County, VT","28,205",604,2.1
VA,Virginia,"4,289,132","123,114",2.8
VA,"Accomack County, VA","16,117",591,3.5
VA,"Albemarle County, VA","56,256","1,432",2.5
VA,"Alleghany County, VA","6,677",238,3.4
VA,"Amelia County, VA","6,123",200,3.2
VA,"Amherst County, VA","14,651",485,3.2
VA,"Appomattox County, VA","6,959",250,3.5
VA,"Arlington County, VA","152,803","2,966",1.9
VA,"Augusta County, VA","36,806",916,2.4
VA,"Bath County, VA","2,447",62,2.5
VA,"Bedford County, VA","37,606","1,106",2.9
VA,"Bland County, VA","2,777",79,2.8
VA,"Botetourt County, VA","17,049",445,2.5
VA,"Brunswick County, VA","5,781",285,4.7
VA,"Buchanan County, VA","6,359",380,5.6
VA,"Buckingham County, VA","6,206",269,4.2
VA,"Campbell County, VA","25,349",816,3.1
VA,"Caroline County, VA","14,879",490,3.2
VA,"Carroll County, VA","12,818",474,3.6
VA,"Charles City County, VA","3,566",126,3.4
VA,"Charlotte County, VA","5,109",188,3.5
VA,"Chesterfield County, VA","183,821","5,179",2.7
VA,"Clarke County, VA","7,476",189,2.5
VA,"Craig County, VA","2,238",74,3.2
VA,"Culpeper County, VA","24,175",643,2.6
VA,"Cumberland County, VA","4,523",141,3
VA,"Dickenson County, VA","4,497",234,4.9
VA,"Dinwiddie County, VA","13,319",450,3.3
VA,"Essex County, VA","5,330",196,3.5
VA,"Fairfax County, VA","626,394","14,640",2.3
VA,"Fauquier County, VA","36,655",912,2.4
VA,"Floyd County, VA","8,014",213,2.6
VA,"Fluvanna County, VA","13,698",323,2.3
VA,"Franklin County, VA","25,742",780,2.9
VA,"Frederick County, VA","47,290","1,169",2.4
VA,"Giles County, VA","7,669",258,3.3
VA,"Gloucester County, VA","19,198",507,2.6
VA,"Goochland County, VA","10,991",311,2.8
VA,"Grayson County, VA","7,819",234,2.9
VA,"Greene County, VA","10,331",247,2.3
VA,"Greensville County, VA","4,160",147,3.4
VA,"Halifax County, VA","15,066",616,3.9
VA,"Hanover County, VA","58,264","1,441",2.4
VA,"Henrico County, VA","178,372","5,114",2.8
VA,"Henry County, VA","23,069",799,3.3
VA,"Highland County, VA","1,214",34,2.7
VA,"Isle of Wight County, VA","19,017",553,2.8
VA,"James City County, VA","35,860",981,2.7
VA,"King and Queen County, VA","3,763",108,2.8
VA,"King George County, VA","13,157",358,2.6
VA,"King William County, VA","8,976",252,2.7
VA,"Lancaster County, VA","5,230",234,4.3
VA,"Lee County, VA","7,967",339,4.1
VA,"Loudoun County, VA","219,414","5,159",2.3
VA,"Louisa County, VA","19,517",532,2.7
VA,"Lunenburg County, VA","5,169",169,3.2
VA,"Madison County, VA","7,295",166,2.2
VA,"Mathews County, VA","4,048",121,2.9
VA,"Mecklenburg County, VA","12,105",508,4
VA,"Middlesex County, VA","5,181",138,2.6
VA,"Montgomery County, VA","48,937","1,427",2.8
VA,"Nelson County, VA","7,300",208,2.8
VA,"New Kent County, VA","12,277",300,2.4
VA,"Northampton County, VA","5,241",244,4.4
VA,"Northumberland County, VA","5,458",246,4.3
VA,"Nottoway County, VA","7,095",203,2.8
VA,"Orange County, VA","16,961",519,3
VA,"Page County, VA","11,601",464,3.8
VA,"Patrick County, VA","7,084",258,3.5
VA,"Pittsylvania County, VA","29,191","1,019",3.4
VA,"Powhatan County, VA","13,892",361,2.5
VA,"Prince Edward County, VA","10,051",393,3.8
VA,"Prince George County, VA","14,695",511,3.4
VA,"Prince William County, VA","241,558","6,268",2.5
VA,"Pulaski County, VA","15,594",555,3.4
VA,"Rappahannock County, VA","3,633",94,2.5
VA,"Richmond County, VA","3,976",121,3
VA,"Roanoke County, VA","48,349","1,262",2.5
VA,"Rockbridge County, VA","10,523",296,2.7
VA,"Rockingham County, VA","41,146","1,005",2.4
VA,"Russell County, VA","10,754",473,4.2
VA,"Scott County, VA","8,863",286,3.1
VA,"Shenandoah County, VA","21,863",563,2.5
VA,"Smyth County, VA","13,296",515,3.7
VA,"Southampton County, VA","8,895",244,2.7
VA,"Spotsylvania County, VA","65,697","1,966",2.9
VA,"Stafford County, VA","70,711","2,001",2.8
